track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,local_time
1,KSJT20010105_222510,-88.323,0.105,514.192,302.012,9.988,-99.367,31.357,4993.824,20010105_162510
2,KSJT20010106_013334,100.077,0.102,272.093,286.322,9.945,-100.639,31.433,4972.313,20010105_193334
2,KSJT20010106_014325,109.927,-1.000,272.093,286.322,25.606,-100.639,31.433,12803.063,20010105_194325
2,KSJT20010106_015316,119.777,0.062,283.329,275.977,18.828,-100.580,31.479,9414.097,20010105_195316
1,KSJT20010107_223419,-80.769,0.060,246.987,307.745,8.848,-100.771,31.336,4423.941,20010107_163419
1,KSJT20010110_232048,-36.764,0.074,341.950,244.691,24.164,-100.271,31.620,12081.982,20010110_172048
1,KSJT20010110_232638,-30.931,0.151,344.403,245.399,30.623,-100.258,31.617,15311.634,20010110_172638
1,KSJT20010110_233228,-25.098,0.313,357.939,245.143,24.205,-100.187,31.618,12102.566,20010110_173228
4,KSJT20010110_234957,-7.614,0.057,234.179,100.392,23.344,-100.842,32.271,11672.163,20010110_174957
4,KSJT20010110_235547,-1.781,0.050,235.058,100.913,30.093,-100.837,32.268,15046.676,20010110_175547
4,KSJT20010111_000240,5.102,-1.000,235.940,101.435,38.504,-100.832,32.266,19251.995,20010110_180240
4,KSJT20010111_000830,10.936,0.115,245.626,102.553,26.353,-100.781,32.261,13176.460,20010110_180830
7,KSJT20010111_002600,28.436,0.060,276.411,127.143,15.880,-100.617,32.151,7940.048,20010110_182600
7,KSJT20010111_003150,34.269,0.071,276.194,133.538,26.886,-100.618,32.122,13442.973,20010110_183150
7,KSJT20010111_003741,40.119,-1.000,276.009,138.990,37.663,-100.619,32.097,18831.527,20010110_183741
7,KSJT20010111_004331,45.952,0.061,294.425,147.745,28.638,-100.522,32.058,14318.810,20010110_184331
12,KSJT20010111_013603,98.486,0.109,48.218,70.079,55.422,-101.830,32.401,27710.934,20010110_193603
12,KSJT20010111_014153,104.319,0.158,49.239,70.967,61.838,-101.825,32.397,30919.012,20010110_194153
14,KSJT20010111_021102,133.469,0.072,364.530,101.504,26.660,-100.150,32.266,13329.750,20010110_201102
