track_id,filename,from_sunset,det_score,x,y,r,lon,lat,radius,local_time
3,KSJT20170102_014507_V06,114.593,0.497,266.366,360.290,13.578,-100.668,31.099,6788.776,20170101_194507
3,KSJT20170102_015445_V06,124.226,0.098,266.858,360.211,21.576,-100.666,31.099,10788.040,20170101_195445
1,KSJT20170101_223212_V06,-78.324,0.050,264.115,362.257,13.770,-100.680,31.090,6884.951,20170101_163212
2,KSJT20170102_002759_V06,37.459,0.080,292.610,263.457,31.543,-100.531,31.536,15771.679,20170101_182759
4,KSJT20170102_020424_V06,133.876,0.082,397.246,111.646,8.330,-99.976,32.219,4165.207,20170101_200424
1,KSJT20170103_000553_V06,14.621,0.099,277.652,174.650,1.607,-100.610,31.936,803.326,20170102_180553
2,KSJT20170103_021119_V06,140.054,0.237,262.563,361.986,11.912,-100.688,31.091,5955.944,20170102_201119
1,KSJT20170103_234324_V06,-8.616,0.061,264.727,361.578,12.450,-100.677,31.093,6224.812,20170103_174324
2,KSJT20170104_000246_V06,10.750,0.146,287.813,268.829,11.595,-100.556,31.512,5797.474,20170103_180246
3,KSJT20170104_004122_V06,49.350,0.056,267.179,360.033,15.879,-100.664,31.100,7939.495,20170103_184122
4,KSJT20170104_012939_V06,97.634,0.077,298.814,283.958,10.333,-100.498,31.443,5166.588,20170103_192939
3,KSJT20170104_233436_V06,-18.184,0.060,23.492,433.746,39.161,-101.936,30.760,19580.685,20170104_173436
3,KSJT20170104_234417_V06,-8.501,0.096,23.962,430.169,46.321,-101.934,30.776,23160.344,20170104_174417
3,KSJT20170104_235400_V06,1.216,0.111,27.424,426.026,43.471,-101.916,30.795,21735.357,20170104_175400
2,KSJT20170104_232454_V06,-27.884,0.087,264.085,361.699,12.937,-100.680,31.093,6468.697,20170104_172454
2,KSJT20170104_233436_V06,-18.184,0.144,264.329,360.954,20.613,-100.679,31.096,10306.423,20170104_173436
1,KSJT20170104_225548_V06,-56.984,0.054,263.078,362.932,13.286,-100.686,31.087,6643.057,20170104_165548
4,KSJT20170105_003248_V06,40.016,0.103,265.934,360.547,14.098,-100.671,31.098,7048.882,20170104_183248
4,KSJT20170105_004230_V06,49.716,-1.000,265.934,360.547,29.521,-100.671,31.098,14760.382,20170104_184230
4,KSJT20170105_005212_V06,59.416,0.399,265.082,358.785,11.996,-100.675,31.106,5997.772,20170104_185212
1,KSJT20170105_215055_V06,-122.649,0.118,265.565,360.735,14.179,-100.673,31.097,7089.546,20170105_155055
2,KSJT20170105_222001_V06,-93.549,0.142,265.566,361.035,13.857,-100.673,31.096,6928.257,20170105_162001
2,KSJT20170105_222943_V06,-83.849,-1.000,265.566,361.035,29.280,-100.673,31.096,14639.757,20170105_162943
