track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
1,KBUF20030102_121949,-27,0.996,298.00,453.850000,46.750000,-77.79,42.953730,23375.000000
1,KBUF20030102_122539,-21,1.143,302.27,453.047183,51.414789,-77.80,42.934565,25707.394366
1,KBUF20030102_123128,-15,1.146,306.67,449.593660,50.349870,-77.82,42.914902,25174.934864
1,KBUF20030102_123717,-9,1.126,313.72,448.687331,54.954005,-77.83,42.883243,27477.002722
1,KBUF20030102_124305,-3,1.135,314.15,446.636739,51.206377,-77.84,42.881417,25603.188705
1,KBUF20030102_124854,2,1.108,324.28,439.509701,54.105074,-77.88,42.836146,27052.536918
1,KBUF20030102_125442,8,1.065,327.72,437.931917,59.245107,-77.89,42.820740,29622.553376
1,KBUF20030102_130032,14,1.083,327.74,438.409572,61.570540,-77.89,42.820613,30785.270178
1,KBUF20030102_130621,20,1.011,334.17,430.354710,62.152231,-77.94,42.792022,31076.115643
1,KBUF20030102_131211,26,0.000,339.81,423.428739,63.032171,-77.98,42.766963,31516.085582
1,KBUF20030102_131800,32,1.008,341.11,425.511412,60.734166,-77.97,42.760987,30367.082885
1,KBUF20030102_132349,37,0.000,343.86,423.795218,60.036824,-77.98,42.748693,30018.411898
1,KBUF20030102_132938,43,0.899,329.71,429.969300,55.998052,-77.94,42.812143,27999.025852
1,KBUF20030102_133528,49,0.000,322.79,432.726990,53.287893,-77.93,42.843139,26643.946573
1,KBUF20030102_134125,55,0.000,315.88,435.484679,50.577735,-77.91,42.874133,25288.867294
1,KBUF20030102_135115,65,0.000,304.36,440.080828,46.060804,-77.88,42.925783,23030.401830
1,KBUF20030102_140106,75,0.738,300.36,450.266609,49.651567,-77.82,42.943310,24825.783708
4,KBUF20030102_124305,-3,-0.269,260.20,246.050000,11.950000,-79.07,43.127259,5975.000000
4,KBUF20030102_124854,2,-0.355,258.68,246.099468,21.146277,-79.07,43.134088,10573.138298
4,KBUF20030102_125442,8,-0.513,263.28,246.036834,25.845245,-79.07,43.113403,12922.622737
6,KBUF20030103_122702,-19,-0.232,334.75,212.550000,26.350000,-79.27,42.790956,13175.000000
6,KBUF20030103_123252,-14,0.000,334.75,212.550000,39.850000,-79.27,42.790956,19925.000000
6,KBUF20030103_123841,-8,0.000,334.75,212.550000,56.050000,-79.27,42.790956,28025.000000
6,KBUF20030103_124429,-2,-0.603,350.20,208.605115,59.858419,-79.29,42.721282,29929.209675
6,KBUF20030103_125018,4,-0.602,345.81,214.348335,58.753395,-79.26,42.741232,29376.697320
6,KBUF20030103_125607,10,-0.465,337.02,220.297439,66.725964,-79.22,42.780967,33362.982136
6,KBUF20030103_130157,15,-0.606,331.60,219.610973,69.300763,-79.23,42.805338,34650.381725
7-11,KBUF20030103_123841,-8,0.481,187.70,347.550000,25.650000,-78.44,43.453651,12825.000000
7-11,KBUF20030103_124429,-2,0.463,183.81,348.410395,31.939530,-78.44,43.471133,15969.764795
8,KBUF20030103_123841,-8,0.230,503.80,129.800000,52.000000,-79.76,42.026622,26000.000000
8,KBUF20030103_124429,-2,0.232,502.70,128.826829,61.029268,-79.77,42.031525,30514.634146
8,KBUF20030103_125018,4,0.276,509.98,131.248076,57.880076,-79.76,41.998866,28940.038041
8,KBUF20030103_125607,10,0.246,505.85,143.150541,62.235814,-79.68,42.018077,31117.907016
8,KBUF20030103_130157,15,0.000,504.02,151.465904,65.013285,-79.63,42.026732,32506.642672
8,KBUF20030103_130747,21,0.086,494.97,150.892513,65.993275,-79.64,42.067461,32996.637749
7-11,KBUF20030103_125607,10,0.409,179.35,319.750000,29.250000,-78.61,43.491539,14625.000000
12-30,KBUF20030104_121621,-30,0.402,136.40,167.050000,62.150000,-79.56,43.681945,31075.000000
12-30,KBUF20030104_122210,-24,0.342,135.26,167.418919,69.013514,-79.56,43.687069,34506.756757
12-30,KBUF20030104_122759,-19,0.338,134.32,167.229266,64.784583,-79.56,43.691299,32392.291341
12-30,KBUF20030104_123349,-13,0.112,136.58,165.473988,63.271753,-79.57,43.681060,31635.876354
12-30,KBUF20030104_123939,-7,0.153,134.12,167.141966,63.788240,-79.56,43.692223,31894.119796
12-30,KBUF20030104_124527,-1,0.192,133.75,168.295806,63.741426,-79.55,43.693907,31870.712967
12-30,KBUF20030104_125117,5,0.199,130.55,166.447293,61.270540,-79.57,43.708250,30635.270031
12-30,KBUF20030104_125706,11,0.033,127.35,168.506625,57.090239,-79.55,43.722735,28545.119479
12-30,KBUF20030104_130255,16,0.029,127.66,173.527117,58.349413,-79.52,43.721532,29174.706636
12-30,KBUF20030104_130844,22,0.140,128.15,179.332129,59.964632,-79.49,43.719573,29982.316043
12-30,KBUF20030104_131434,28,0.211,135.36,180.268989,60.873073,-79.48,43.687162,30436.536491
12-30,KBUF20030104_132023,34,0.205,130.21,180.535198,58.898575,-79.48,43.710389,29449.287432
12-30,KBUF20030104_132612,40,0.179,130.39,184.939787,59.449565,-79.45,43.709744,29724.782669
12-30,KBUF20030104_133201,46,0.001,137.45,187.924839,60.796549,-79.43,43.678066,30398.274504
12-30,KBUF20030104_133750,51,0.053,137.87,190.060237,59.955886,-79.42,43.676257,29977.942868
12-30,KBUF20030104_134339,57,0.110,138.97,190.441324,60.083714,-79.42,43.671303,30041.857111
12-30,KBUF20030104_134929,63,0.080,140.77,190.699982,60.645574,-79.41,43.663218,30322.787110
12-30,KBUF20030104_135518,69,0.095,148.12,181.333784,59.611863,-79.47,43.629787,29805.931274
13,KBUF20030104_122210,-24,0.143,299.30,154.550000,26.950000,-79.63,42.948292,13475.000000
15,KBUF20030104_122210,-24,-0.061,256.30,220.400000,35.300000,-79.23,43.144247,17650.000000
16-21,KBUF20030104_122759,-19,0.497,266.35,201.700000,24.600000,-79.34,43.098470,12300.000000
16-21,KBUF20030104_123349,-13,0.482,267.78,203.255556,34.188889,-79.33,43.092102,17094.444444
20,KBUF20030104_123349,-13,-0.178,307.30,157.600000,26.100000,-79.61,42.912432,13050.000000
20,KBUF20030104_123939,-7,-0.255,307.38,158.212418,35.998024,-79.61,42.912105,17999.012230
16-21,KBUF20030104_123939,-7,0.407,269.65,207.650000,27.250000,-79.30,43.083805,13625.000000
16-21,KBUF20030104_124527,-1,0.323,270.96,210.152591,36.649482,-79.29,43.078003,18324.740933
24,KBUF20030104_124527,-1,0.640,391.60,140.450000,36.250000,-79.71,42.532188,18125.000000
25-33,KBUF20030104_125117,5,0.514,396.50,143.400000,31.300000,-79.69,42.510286,15650.000000
25-33,KBUF20030104_125706,11,0.467,398.24,140.755556,40.997778,-79.71,42.502309,20498.888889
26,KBUF20030104_125117,5,0.515,267.55,212.550000,26.950000,-79.27,43.093401,13475.000000
26,KBUF20030104_125706,11,0.515,272.22,215.390580,32.328744,-79.26,43.072478,16164.371981
29,KBUF20030104_130255,16,0.233,272.90,213.000000,26.300000,-79.27,43.069336,13150.000000
29,KBUF20030104_130844,22,0.244,270.57,215.639556,30.544362,-79.25,43.079892,15272.181146
29,KBUF20030104_131434,28,0.082,277.98,225.173423,30.325800,-79.20,43.046781,15162.900219
29,KBUF20030104_132023,34,-0.054,278.41,229.082869,27.957141,-79.17,43.044943,13978.570461
29,KBUF20030104_132612,40,-0.149,279.00,229.892446,26.199107,-79.17,43.042323,13099.553281
29,KBUF20030104_133201,46,-0.186,280.06,231.016129,26.597588,-79.16,43.037554,13298.794000
29,KBUF20030104_133750,51,-0.234,280.47,233.746580,27.961093,-79.14,43.035772,13980.546686
12-30,KBUF20030104_130255,16,0.631,145.35,105.200000,62.900000,-79.94,43.638295,31450.000000
12-30,KBUF20030104_130844,22,0.685,140.79,104.194475,65.409392,-79.95,43.658763,32704.696133
12-30,KBUF20030104_131434,28,0.643,136.90,103.945817,60.801668,-79.95,43.676244,30400.833889
12-30,KBUF20030104_132023,34,0.673,140.68,107.013332,61.175718,-79.93,43.659442,30587.859065
12-30,KBUF20030104_132612,40,0.672,142.73,110.921093,60.902266,-79.91,43.650434,30451.132916
12-30,KBUF20030104_133201,46,0.451,142.18,109.550293,62.292976,-79.92,43.652850,31146.488200
12-30,KBUF20030104_133750,51,0.387,145.92,114.885742,58.933459,-79.88,43.636357,29466.729749
12-30,KBUF20030104_134339,57,0.383,148.61,116.188109,60.187322,-79.88,43.624303,30093.661047
12-30,KBUF20030104_134929,63,0.319,150.02,113.406375,59.538469,-79.89,43.617786,29769.234331
31-33,KBUF20030104_130255,16,0.517,397.70,140.950000,34.950000,-79.70,42.504759,17475.000000
31-33,KBUF20030104_130844,22,0.572,399.81,143.998387,37.037097,-79.69,42.495430,18518.548387
25-33,KBUF20030104_131434,28,0.483,404.30,146.700000,33.000000,-79.67,42.475346,16500.000000
36,KBUF20030107_122618,-19,0.200,252.20,253.700000,16.100000,-79.02,43.163390,8050.000000
36,KBUF20030107_123208,-13,-0.071,256.69,253.719266,29.159633,-79.02,43.143187,14579.816514
37,KBUF20030107_122618,-19,0.503,216.15,440.450000,55.250000,-77.87,43.322727,27625.000000
37,KBUF20030107_123208,-13,0.566,209.47,446.131901,56.554205,-77.84,43.352519,28277.102377
37,KBUF20030107_123757,-8,0.540,215.72,439.361469,63.736431,-77.88,43.324721,31868.215279
37,KBUF20030107_124346,-2,0.547,209.19,446.958208,60.473547,-77.83,43.353747,30236.773740
37,KBUF20030107_124935,4,0.593,208.81,451.485770,59.816633,-77.80,43.355228,29908.316445
37,KBUF20030107_125522,10,0.000,207.85,456.162082,59.020963,-77.77,43.359327,29510.481436
37,KBUF20030107_130112,16,0.298,203.78,451.870001,62.029430,-77.80,43.377842,31014.715089
37,KBUF20030107_130701,22,0.311,198.50,459.620607,60.806045,-77.75,43.401216,30403.022676
37,KBUF20030107_131250,27,0.187,194.80,462.859504,60.895853,-77.73,43.417664,30447.926301
37,KBUF20030107_131839,33,0.000,190.31,467.276244,60.804092,-77.70,43.437640,30402.046245
37,KBUF20030107_132427,39,0.000,185.82,471.692984,60.712332,-77.68,43.457610,30356.166189
37,KBUF20030107_133016,45,0.098,196.85,473.711740,59.966832,-77.66,43.407847,29983.415769
37,KBUF20030107_133605,51,0.000,198.21,477.223808,59.628439,-77.64,43.401503,29814.219454
37,KBUF20030107_134154,56,0.000,199.35,480.150531,59.346445,-77.63,43.396213,29673.222526
37,KBUF20030107_134744,62,0.000,200.72,483.662599,59.008052,-77.60,43.389862,29504.026212
37,KBUF20030107_135331,68,0.000,202.08,487.174667,58.669660,-77.58,43.383507,29334.829898
37,KBUF20030107_135921,74,0.000,203.44,490.686735,58.331267,-77.56,43.377147,29165.633583
37,KBUF20030107_140510,80,0.000,204.81,494.198802,57.992875,-77.54,43.370784,28996.437269
37,KBUF20030107_141058,85,0.000,205.95,497.125526,57.710881,-77.52,43.365478,28855.440341
37,KBUF20030107_141647,91,0.000,207.31,500.637594,57.372488,-77.50,43.359107,28686.244027
37,KBUF20030107_142237,97,0.105,205.36,491.071455,57.249646,-77.56,43.368526,28624.823194
42,KBUF20030108_122036,-25,0.479,163.35,257.000000,32.500000,-79.00,43.563302,16250.000000
42,KBUF20030108_122625,-19,0.490,167.40,263.253185,37.765287,-78.96,43.545176,18882.643312
44,KBUF20030108_122036,-25,0.202,346.40,244.400000,12.900000,-79.08,42.739265,6450.000000
46,KBUF20030108_123213,-13,0.682,174.70,274.750000,28.750000,-78.89,43.512425,14375.000000
46,KBUF20030108_123802,-7,0.654,183.02,280.517606,34.228169,-78.86,43.475031,17114.084507
49,KBUF20030108_124941,4,-0.354,393.85,294.800000,25.900000,-78.77,42.526191,12950.000000
49,KBUF20030108_125530,10,-0.577,397.37,297.240316,38.497628,-78.75,42.510353,19248.814229
49,KBUF20030108_130120,16,0.000,400.39,299.332016,51.609881,-78.74,42.496776,25804.940711
49,KBUF20030108_130708,22,-0.622,409.78,287.158975,51.291228,-78.81,42.454458,25645.614217
52-55,KBUF20030109_121646,-29,0.063,264.40,214.850000,24.950000,-79.26,43.107643,12475.000000
52-55,KBUF20030109_122824,-17,-0.083,249.30,191.650000,31.050000,-79.40,43.174861,15525.000000
56-58,KBUF20030109_123414,-11,-0.026,245.00,195.800000,26.300000,-79.38,43.194358,13150.000000
56-58,KBUF20030109_124002,-5,-0.149,248.85,201.368949,35.067985,-79.34,43.177228,17533.992285
57,KBUF20030109_124002,-5,-0.188,263.05,357.400000,34.500000,-78.38,43.114369,17250.000000
57,KBUF20030109_124551,0,-0.303,264.71,360.187213,44.314685,-78.37,43.106859,22157.342657
56-58,KBUF20030109_124551,0,0.205,258.25,217.700000,24.000000,-79.24,43.135399,12000.000000
60,KBUF20030110_121731,-28,-0.106,252.65,253.450000,18.350000,-79.02,43.161361,9175.000000
62,KBUF20030110_122319,-22,0.243,218.70,302.100000,25.200000,-78.72,43.314511,12600.000000
62,KBUF20030110_122909,-16,0.166,214.96,306.538017,36.813223,-78.70,43.331354,18406.611570
63,KBUF20030110_122319,-22,-0.078,335.45,308.650000,11.850000,-78.68,42.789043,5925.000000
64,KBUF20030110_123458,-11,0.130,240.00,59.700000,42.900000,-80.22,43.209127,21450.000000
66,KBUF20030110_123458,-11,-0.104,267.05,94.250000,42.550000,-80.00,43.089946,21275.000000
67,KBUF20030110_124047,-5,0.851,246.10,75.300000,30.600000,-80.12,43.182875,15300.000000
67,KBUF20030110_124637,1,0.853,250.82,82.875000,33.075000,-80.07,43.162165,16537.500000
67,KBUF20030110_125226,7,0.860,249.03,93.611884,32.245415,-80.01,43.171000,16122.707512
67,KBUF20030110_125815,13,0.874,254.32,93.158831,34.013302,-80.01,43.147139,17006.651245
67,KBUF20030110_130404,19,0.888,257.59,95.498109,36.807974,-79.99,43.132587,18403.986816
67,KBUF20030110_130953,24,0.000,260.42,97.316573,39.030824,-79.98,43.119965,19515.412083
67,KBUF20030110_131543,30,0.691,255.93,103.843485,47.379938,-79.94,43.140641,23689.969070
67,KBUF20030110_132131,36,0.615,243.85,114.088698,48.977829,-79.88,43.195644,24488.914592
67,KBUF20030110_132720,42,0.642,239.58,123.505177,52.429075,-79.82,43.215404,26214.537639
68,KBUF20030110_124047,-5,0.162,356.75,114.500000,46.200000,-79.87,42.687575,23100.000000
70,KBUF20030110_124637,1,0.483,365.05,112.750000,27.750000,-79.88,42.650115,13875.000000
70,KBUF20030110_125226,7,0.351,364.89,115.041878,35.528680,-79.86,42.650974,17764.340102
71,KBUF20030110_124637,1,0.067,166.70,222.850000,24.850000,-79.21,43.547544,12425.000000
71,KBUF20030110_125226,7,-0.126,166.33,227.014640,35.353087,-79.19,43.549328,17676.543499
74,KBUF20030110_125815,13,0.244,455.05,87.850000,26.850000,-80.02,42.243455,13425.000000
74,KBUF20030110_130404,19,0.239,453.24,85.461765,35.995098,-80.04,42.251444,17997.549020
75,KBUF20030110_130404,19,-0.041,195.00,195.050000,31.550000,-79.38,43.419348,15775.000000
75,KBUF20030110_130953,24,-0.043,193.79,198.770948,39.480428,-79.36,43.424914,19740.214067
75,KBUF20030110_131543,30,0.000,192.62,202.371865,50.290520,-79.34,43.430297,25145.259939
75,KBUF20030110_132131,36,0.000,191.45,205.972783,61.100612,-79.32,43.435676,30550.305810
75,KBUF20030110_132720,42,-0.306,207.17,207.946092,64.801331,-79.30,43.364993,32400.665656
75,KBUF20030110_133309,48,-0.354,217.58,208.124270,65.790341,-79.30,43.318173,32895.170533
77,KBUF20030110_130404,19,-0.327,396.15,60.900000,9.200000,-80.19,42.506560,4600.000000
77,KBUF20030110_130953,24,-0.543,396.63,63.635294,20.862862,-80.17,42.504628,10431.431080
77,KBUF20030110_131543,30,-0.578,398.95,60.154607,30.216673,-80.20,42.493882,15108.336350
80,KBUF20030110_130953,24,0.319,260.20,357.100000,30.600000,-78.39,43.127202,15300.000000
80,KBUF20030110_131543,30,0.288,261.81,359.652180,39.753765,-78.37,43.119911,19876.882431
81,KBUF20030110_130953,24,0.055,453.40,90.300000,27.500000,-80.01,42.251048,13750.000000
81,KBUF20030110_131543,30,0.174,450.93,91.933663,36.422772,-80.00,42.262254,18211.386139
81,KBUF20030110_132131,36,0.215,452.21,90.174161,44.558491,-80.01,42.256412,22279.245614
81,KBUF20030110_132720,42,-0.180,444.65,82.910628,58.750659,-80.05,42.289900,29375.329367
83,KBUF20030111_122320,-22,0.221,524.65,121.750000,51.350000,-79.81,41.932325,25675.000000
