track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
1,KTYX20120102_121009_V04,-26,0.015,126.45,136.450000,61.450000,-76.71,44.532186,30725.000000
1,KTYX20120102_121528_V04,-21,-0.154,127.53,133.068476,70.662422,-76.73,44.527117,35331.210856
4,KTYX20120102_121528_V04,-21,-0.042,548.50,198.000000,9.100000,-76.30,42.635723,4550.000000
4,KTYX20120102_122049_V04,-16,0.000,548.50,198.000000,22.600000,-76.30,42.635723,11300.000000
4,KTYX20120102_122609_V04,-10,-0.152,559.33,208.121180,27.005898,-76.24,42.587291,13502.949062
6,KTYX20120102_124208_V04,6,0.411,137.30,74.800000,27.000000,-77.10,44.479263,13500.000000
6,KTYX20120102_124728_V04,11,0.334,140.52,78.491871,37.101134,-77.07,44.465046,18550.567108
6,KTYX20120102_125248_V04,16,0.249,145.34,89.928790,44.006782,-77.00,44.444237,22003.391210
6,KTYX20120102_125809_V04,22,0.000,150.69,102.034108,53.031004,-76.92,44.421004,26515.501915
6,KTYX20120102_130329_V04,27,0.000,155.15,112.121874,60.551188,-76.86,44.401603,30275.594169
6,KTYX20120102_130849_V04,32,-0.067,164.76,118.585409,56.386570,-76.82,44.358782,28193.284839
7,KTYX20120102_124208_V04,6,0.438,106.65,361.750000,43.250000,-75.29,44.625211,21625.000000
8,KTYX20120102_124728_V04,11,0.449,98.95,370.300000,27.900000,-75.24,44.659662,13950.000000
9,KTYX20120102_124728_V04,11,0.471,103.00,63.750000,47.750000,-77.17,44.632688,23875.000000
9,KTYX20120102_125248_V04,16,0.470,103.57,69.210550,53.059174,-77.13,44.630568,26529.587156
9,KTYX20120102_125809_V04,22,0.417,104.06,80.270384,50.951344,-77.06,44.629223,25475.672092
11,KTYX20120102_125809_V04,22,-0.207,144.60,103.650000,34.450000,-76.91,44.448505,17225.000000
11,KTYX20120102_130329_V04,27,-0.538,143.95,106.626494,45.022908,-76.89,44.451649,22511.454183
12,KTYX20120102_125809_V04,22,-0.128,428.40,132.900000,8.800000,-76.71,43.173334,4400.000000
13,KTYX20120102_130329_V04,27,-0.130,470.35,191.100000,33.600000,-76.35,42.987213,16800.000000
13,KTYX20120102_130849_V04,32,0.000,470.35,191.100000,47.100000,-76.35,42.987213,23550.000000
13,KTYX20120102_131409_V04,38,-0.378,475.94,180.903662,56.674364,-76.41,42.961651,28337.182096
16,KTYX20120103_125117_V04,15,0.069,433.65,84.100000,24.800000,-77.01,43.146600,12400.000000
17,KTYX20120104_121329_V04,-23,0.240,299.20,194.650000,40.850000,-76.33,43.757559,20425.000000
17,KTYX20120104_122231_V04,-14,0.128,300.51,203.711025,49.576363,-76.28,43.751973,24788.181448
17,KTYX20120104_123133_V04,-5,-0.138,302.56,213.612540,49.371337,-76.22,43.743031,24685.668624
18,KTYX20120104_121329_V04,-23,0.238,139.95,116.200000,30.200000,-76.83,44.470243,15100.000000
18,KTYX20120104_122231_V04,-14,0.000,139.95,116.200000,54.500000,-76.83,44.470243,27250.000000
18,KTYX20120104_123133_V04,-5,0.437,141.78,102.534805,60.876810,-76.92,44.461108,30438.404924
18,KTYX20120104_124035_V04,4,0.405,147.83,108.268213,62.245117,-76.88,44.434297,31122.558662
18,KTYX20120104_124937_V04,13,0.184,147.84,108.670946,60.977123,-76.88,44.434244,30488.561539
18,KTYX20120104_125839_V04,22,0.000,148.23,109.372634,59.896856,-76.88,44.432546,29948.427820
18,KTYX20120104_130742_V04,31,0.000,148.62,110.074323,58.816588,-76.87,44.430848,29408.294101
18,KTYX20120104_131643_V04,40,0.000,149.01,110.776012,57.736321,-76.87,44.429150,28868.160382
18,KTYX20120104_132207_V04,46,0.000,149.27,111.243804,57.016142,-76.87,44.428018,28508.071236
18,KTYX20120104_132731_V04,51,0.000,149.48,111.633632,56.415994,-76.86,44.427075,28207.996947
18,KTYX20120104_133254_V04,56,0.000,149.70,112.023459,55.815845,-76.86,44.426132,27907.922659
18,KTYX20120104_133817_V04,62,0.000,149.95,112.491251,55.095667,-76.86,44.424999,27547.833513
18,KTYX20120104_134341_V04,67,0.000,150.17,112.881078,54.495518,-76.85,44.424056,27247.759225
18,KTYX20120104_134904_V04,73,0.000,150.43,113.348871,53.775340,-76.85,44.422924,26887.670079
18,KTYX20120104_135430_V04,78,0.000,150.64,113.738698,53.175192,-76.85,44.421980,26587.595790
18,KTYX20120104_140331_V04,87,0.000,151.03,114.440386,52.094924,-76.85,44.420281,26047.462072
18,KTYX20120104_141233_V04,96,0.000,151.42,115.142075,51.014657,-76.84,44.418582,25507.328353
18,KTYX20120104_142133_V04,105,0.000,151.81,115.843764,49.934389,-76.84,44.416883,24967.194634
18,KTYX20120104_143035_V04,114,0.000,152.19,116.545453,48.854122,-76.83,44.415184,24427.060915
18,KTYX20120104_143936_V04,123,0.000,152.58,117.247141,47.773854,-76.83,44.413484,23886.927196
18,KTYX20120104_144838_V04,132,0.000,152.97,117.948830,46.693587,-76.82,44.411785,23346.793477
18,KTYX20120104_145739_V04,141,0.000,153.36,118.650519,45.613320,-76.82,44.410085,22806.659758
18,KTYX20120104_150641_V04,150,-0.067,169.30,105.152077,69.546342,-76.90,44.337492,34773.170848
19,KTYX20120104_121329_V04,-23,-0.003,92.75,173.600000,35.300000,-76.48,44.685657,17650.000000
21,KTYX20120104_124035_V04,4,0.184,388.90,125.250000,8.550000,-76.76,43.350650,4275.000000
21,KTYX20120104_124937_V04,13,0.150,401.96,130.759773,27.884402,-76.72,43.292196,13942.200938
22,KTYX20120104_124035_V04,4,0.129,140.45,242.650000,59.750000,-76.04,44.473219,29875.000000
24,KTYX20120104_124937_V04,13,-0.238,352.60,48.500000,48.100000,-77.24,43.508510,24050.000000
24,KTYX20120104_125839_V04,22,-0.491,342.99,54.218427,64.783754,-77.20,43.552242,32391.877153
27,KTYX20120105_122054_V04,-16,0.194,375.55,180.450000,63.750000,-76.42,43.413442,31875.000000
29,KTYX20120105_123656_V04,0,-0.150,214.15,246.150000,35.150000,-76.02,44.141661,17575.000000
29,KTYX20120105_124216_V04,6,-0.209,214.05,249.520623,44.588327,-76.00,44.142181,22294.163424
30,KTYX20120105_125258_V04,16,-0.209,356.05,154.150000,57.750000,-76.58,43.500025,28875.000000
30,KTYX20120105_125819_V04,22,-0.391,358.66,153.728947,69.002632,-76.58,43.488241,34501.315789
31,KTYX20120105_130340_V04,27,0.219,400.20,234.200000,31.000000,-76.09,43.304175,15500.000000
31,KTYX20120105_130900_V04,33,0.182,401.23,238.786503,40.655215,-76.06,43.299633,20327.607362
32,KTYX20120107_120755_V04,-29,0.076,310.95,49.100000,49.100000,-77.24,43.695951,24550.000000
32,KTYX20120107_121314_V04,-23,-0.019,312.96,50.532319,59.592760,-77.23,43.687050,29796.379853
33,KTYX20120107_121314_V04,-23,0.039,155.50,533.350000,59.250000,-74.22,44.396747,29625.000000
35,KTYX20120107_122914_V04,-7,0.310,298.15,109.650000,65.150000,-76.86,43.758045,32575.000000
38,KTYX20120107_123434_V04,-2,-0.123,291.30,123.750000,66.950000,-76.77,43.789739,33475.000000
39,KTYX20120107_123954_V04,3,-0.050,280.45,138.850000,57.450000,-76.68,43.839420,28725.000000
39,KTYX20120107_124514_V04,9,-0.348,282.99,137.133654,68.702885,-76.69,43.827893,34351.442308
41,KTYX20120107_125033_V04,14,0.267,238.90,65.400000,53.600000,-77.14,44.021445,26800.000000
41,KTYX20120107_125554_V04,19,0.207,236.38,66.827054,65.189943,-77.13,44.032917,32594.971671
42,KTYX20120107_125033_V04,14,0.025,291.10,104.100000,47.300000,-76.90,43.789405,23650.000000
50,KTYX20120108_130615_V04,30,-0.052,348.35,441.050000,44.150000,-74.81,43.534906,22075.000000
50,KTYX20120108_131515_V04,39,-0.140,351.06,439.769713,55.498255,-74.82,43.522773,27749.127310
51,KTYX20120109_120909_V04,-26,0.862,228.20,396.050000,32.450000,-75.08,44.077364,16225.000000
51,KTYX20120109_121430_V04,-21,0.894,229.05,402.427805,36.248005,-75.04,44.073323,18124.002494
51,KTYX20120109_121951_V04,-16,0.865,230.85,411.817845,35.204656,-74.98,44.064885,17602.328179
51,KTYX20120109_122511_V04,-10,0.841,230.19,422.127859,33.124992,-74.92,44.067433,16562.496098
51,KTYX20120109_123032_V04,-5,0.000,229.92,430.759795,31.572557,-74.86,44.068276,15786.278549
51,KTYX20120109_123552_V04,0,0.855,225.09,441.849746,29.412424,-74.79,44.089493,14706.212236
51,KTYX20120109_124113_V04,6,0.792,222.12,451.384857,28.335757,-74.73,44.102408,14167.878314
51,KTYX20120109_124633_V04,11,0.645,224.26,459.550800,29.999389,-74.68,44.092315,14999.694616
52,KTYX20120109_121430_V04,-21,-0.368,205.00,347.800000,12.600000,-75.38,44.182939,6300.000000
52,KTYX20120109_121951_V04,-16,-0.603,202.82,348.556713,25.318063,-75.38,44.192744,12659.031733
53,KTYX20120109_123032_V04,-5,0.664,225.40,431.350000,29.550000,-74.86,44.088600,14775.000000
54,KTYX20120110_121055_V04,-25,0.213,257.80,145.250000,56.950000,-76.64,43.941678,28475.000000
54,KTYX20120110_121615_V04,-19,0.298,259.66,154.280928,60.469588,-76.59,43.933787,30234.793814
55,KTYX20120110_121055_V04,-25,0.016,192.85,547.400000,34.200000,-74.13,44.227568,17100.000000
56,KTYX20120110_122135_V04,-14,-0.063,259.90,169.750000,56.750000,-76.49,43.933411,28375.000000
57,KTYX20120110_122655_V04,-9,0.478,275.55,177.750000,53.550000,-76.44,43.863331,26775.000000
57,KTYX20120110_123216_V04,-3,0.470,273.89,184.219880,55.617470,-76.40,43.871073,27808.734940
57,KTYX20120110_123736_V04,2,0.279,278.64,190.004660,53.877319,-76.36,43.849919,26938.659513
