track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
7,KTYX20170102_124425_V06,8,-0.340,211.10,179.400000,15.500000,-76.43,44.153404,7750.000000
7,KTYX20170102_125405_V06,18,-0.578,208.19,180.342581,31.862297,-76.43,44.166530,15931.148374
12,KTYX20170103_125352_V06,17,0.170,65.90,198.550000,66.950000,-76.32,44.807439,33475.000000
13,KTYX20170103_125906_V06,23,-0.232,68.40,220.400000,69.300000,-76.18,44.796875,34650.000000
13,KTYX20170103_130420_V06,28,-0.387,71.35,217.555431,78.446067,-76.20,44.783540,39223.033708
22-27,KTYX20170104_123717_V06,1,0.604,277.75,358.100000,23.600000,-75.32,43.855387,11800.000000
22-27,KTYX20170104_124232_V06,6,0.634,273.77,361.795602,29.385880,-75.30,43.873234,14692.939815
80,KTYX20170114_122452_V06,-9,0.276,246.35,263.100000,24.400000,-75.91,43.997027,12200.000000
80,KTYX20170114_123433_V06,1,0.015,249.06,262.658070,37.826444,-75.91,43.984805,18913.222156
82-85,KTYX20170115_122313_V06,-10,0.490,254.55,268.650000,25.550000,-75.88,43.960192,12775.000000
91,KTYX20170117_122844_V06,-4,0.614,244.60,258.650000,27.750000,-75.94,44.004843,13875.000000
111,KTYX20170122_122324_V06,-5,0.106,261.85,249.550000,23.850000,-75.99,43.927077,11925.000000
111,KTYX20170122_123303_V06,5,0.046,255.81,246.987845,37.966022,-76.01,43.954209,18983.011050
111,KTYX20170122_124242_V06,14,-0.195,243.32,231.640264,36.847663,-76.11,44.010106,18423.831748
128,KTYX20170123_123818_V06,11,0.685,236.05,325.900000,16.800000,-75.52,44.043493,8400.000000
128,KTYX20170123_124332_V06,16,0.430,233.97,324.706435,28.746730,-75.53,44.052847,14373.364979
128,KTYX20170123_124847_V06,21,0.615,224.68,325.048730,28.220329,-75.52,44.094683,14110.164457
128,KTYX20170123_125401_V06,27,0.556,227.36,322.015989,26.831849,-75.54,44.082637,13415.924413
128,KTYX20170123_125915_V06,32,0.581,227.97,320.169970,26.559547,-75.55,44.079906,13279.773434
128,KTYX20170123_130430_V06,37,0.561,218.35,318.639981,31.880706,-75.56,44.123196,15940.353191
128,KTYX20170123_130944_V06,42,0.700,213.69,320.765699,33.260332,-75.55,44.144131,16630.165922
128,KTYX20170123_131500_V06,48,0.609,217.81,320.587579,31.319635,-75.55,44.125617,15659.817312
128,KTYX20170123_132014_V06,53,0.672,216.67,317.169551,31.248472,-75.57,44.130749,15624.236239
128,KTYX20170123_132528_V06,58,0.646,217.20,310.145607,30.456233,-75.62,44.128416,15228.116443
