track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
1,KCLE20080101_122534,-28,0.047,291.25,536.900000,47.700000,-80.44,41.443723,23850.000000
1,KCLE20080101_123146,-22,-0.100,288.59,539.926290,57.152191,-80.42,41.455464,28576.095424
2-4,KCLE20080101_123146,-22,0.385,216.45,208.150000,47.450000,-82.41,41.787867,23725.000000
2-4,KCLE20080101_123756,-16,0.301,227.65,214.450000,34.250000,-82.37,41.737624,17125.000000
5,KCLE20080101_123756,-16,0.226,390.25,483.000000,50.700000,-80.77,41.001582,25350.000000
5,KCLE20080101_124407,-9,0.328,387.37,492.084821,58.901658,-80.72,41.014005,29450.829082
5,KCLE20080101_125018,-3,0.210,387.10,504.198776,56.387633,-80.65,41.014510,28193.816596
7,KCLE20080101_124407,-9,-0.181,166.80,190.300000,30.400000,-82.52,42.010799,15200.000000
7,KCLE20080101_125018,-3,-0.383,167.56,191.651569,40.348994,-82.51,42.007423,20174.497184
7,KCLE20080101_125628,3,0.000,168.21,192.810056,51.190990,-82.51,42.004530,25595.494771
7,KCLE20080101_130238,9,-0.228,182.30,196.859943,55.229552,-82.48,41.941251,27614.776056
7,KCLE20080101_130848,15,-0.224,191.29,204.466648,57.529583,-82.44,41.901015,28764.791267
7,KCLE20080101_131500,22,-0.431,190.06,211.328013,58.492078,-82.39,41.906762,29246.039092
8,KCLE20080101_124407,-9,-0.115,515.15,263.200000,69.600000,-82.08,40.444168,34800.000000
9,KCLE20080101_125018,-3,0.539,257.70,222.700000,34.200000,-82.32,41.602559,17100.000000
9,KCLE20080101_125628,3,0.559,258.00,230.267568,37.232432,-82.28,41.601370,18616.216216
9,KCLE20080101_130238,9,0.543,248.04,236.517135,34.362892,-82.24,41.646352,17181.446193
9,KCLE20080101_130848,15,0.483,261.33,238.868518,45.811009,-82.23,41.586544,22905.504269
9,KCLE20080101_131500,22,0.361,267.82,239.372083,56.918306,-82.22,41.557338,28459.152843
9,KCLE20080101_132110,28,0.110,268.16,247.879935,58.411457,-82.17,41.555962,29205.728542
12,KCLE20080101_125628,3,0.716,91.90,172.300000,47.400000,-82.63,42.347261,23700.000000
12,KCLE20080101_130238,9,0.687,97.58,178.396774,54.191398,-82.60,42.321924,27095.698925
12,KCLE20080101_130848,15,0.721,105.79,181.376535,51.373252,-82.58,42.285112,25686.626080
12,KCLE20080101_131500,22,0.660,113.16,186.326132,55.712338,-82.55,42.252104,27856.168943
12,KCLE20080101_132110,28,0.515,122.83,198.320831,60.370462,-82.48,42.208997,30185.230986
12,KCLE20080101_132720,34,0.403,128.69,198.208953,60.025580,-82.48,42.182603,30012.790222
12,KCLE20080101_133331,40,0.393,138.20,210.401305,65.740560,-82.40,42.140169,32870.280083
16-20,KCLE20080101_130848,15,-0.076,428.45,349.450000,50.150000,-81.57,40.834374,25075.000000
