track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,station,date,time,local_date,length,tot_score,avg_score,viewed,user_labeled,label,original_label,notes,day_notes
KAPX20020603-1,KAPX20020603_102015,26,0.354,20.68,312.819122,27.654881,-86.49,44.835872,13827.440262,20020603_062015,KAPX,20020603,102015,20020603,2,0.639,Infinity,true,false,non-roost,non-roost,,
KAPX20020603-1,KAPX20020603_102605,32,0.285,21.62,308.149288,33.535329,-86.48,44.856968,16767.664491,20020603_062605,KAPX,20020603,102605,20020603,2,0.639,Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_101356,19,0.072,102.20,299.879333,39.048950,-85.97,44.900897,19524.475098,20020604_061356,KAPX,20020604,101356,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_101946,25,0.258,102.01,300.848141,47.694824,-85.97,44.896526,23847.412123,20020604_061946,KAPX,20020604,101946,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_102538,31,0.311,103.19,307.467992,49.811557,-85.96,44.866828,24905.778702,20020604_062538,KAPX,20020604,102538,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_103128,37,0.116,111.03,300.210279,48.145513,-85.92,44.900008,24072.756279,20020604_063128,KAPX,20020604,103128,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_103718,43,-1.000,116.98,296.433756,47.865597,-85.88,44.917385,23932.798343,20020604_063718,KAPX,20020604,103718,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-9,KAPX20020604_104310,49,0.166,116.60,272.831203,44.712668,-85.88,45.023539,22356.334001,20020604_064310,KAPX,20020604,104310,20020604,6,-0.07699999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-2,KAPX20020604_092709,-27,0.104,106.99,315.222076,27.383041,-85.94,44.832205,13691.520691,20020604_052709,KAPX,20020604,092709,20020604,6,-1.4969999999999999,-Infinity,true,false,non-roost,non-roost,,
KAPX20020604-2,KAPX20020604_093301,-21,0.097,110.96,317.268879,37.540076,-85.91,44.823263,18770.038126,20020604_053301,KAPX,20020604,093301,20020604,6,-1.4969999999999999,-Infinity,true,false,non-roost,non-roost,,
