track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,station,date,time,local_date,length,tot_score,avg_score,viewed,user_labeled,label,original_label,notes,day_notes
KMKX20120601-15,KMKX20120601_102639_V06,9,0.267,401.38,280.894165,13.545822,-87.93,43.052081,6772.911072,20120601_052639,KMKX,20120601,102639,20120601,2,0.334,0.167,true,false,non-roost,non-roost,,
KMKX20120601-15,KMKX20120601_103227_V06,15,0.067,401.93,281.287898,20.086244,-87.93,43.050290,10043.122162,20120601_053227,KMKX,20120601,103227,20120601,2,0.334,0.167,true,false,non-roost,non-roost,,
KMKX20120601-28,KMKX20120601_105545_V06,38,0.223,310.70,200.013245,4.819397,-88.48,43.417761,2409.698486,20120601_055545,KMKX,20120601,105545,20120601,2,0.608,0.304,true,false,non-roost,non-roost,,
KMKX20120601-28,KMKX20120601_110134_V06,44,0.385,309.52,198.715726,11.364017,-88.49,43.423604,5682.008538,20120601_060134,KMKX,20120601,110134,20120601,2,0.608,0.304,true,false,non-roost,non-roost,,
KMKX20120601-31,KMKX20120601_105545_V06,38,0.052,248.42,495.669861,16.369881,-88.86,42.086619,8184.940338,20120601_055545,KMKX,20120601,105545,20120601,2,0.127,0.0635,true,false,non-roost,non-roost,,
KMKX20120601-31,KMKX20120601_110134_V06,44,0.075,245.11,494.774317,26.327735,-88.88,42.090594,13163.867274,20120601_060134,KMKX,20120601,110134,20120601,2,0.127,0.0635,true,false,non-roost,non-roost,,
KMKX20120601-5,KMKX20120601_095144_V06,-26,0.109,310.66,198.976227,5.646118,-88.48,43.422428,2823.059082,20120601_045144,KMKX,20120601,095144,20120601,1,0.109,0.109,true,false,non-roost,non-roost,,
KMKX20120601-13,KMKX20120601_102051_V06,3,0.135,308.42,196.114197,8.866440,-88.50,43.435315,4433.219910,20120601_052051,KMKX,20120601,102051,20120601,1,0.135,0.135,true,false,non-roost,non-roost,,
KMKX20120602-1,KMKX20120602_095059_V06,-27,0.065,298.48,157.044159,4.638931,-88.56,43.611155,2319.465637,20120602_045059,KMKX,20120602,095059,20120602,1,0.065,0.065,true,false,non-roost,non-roost,,
KMKX20120602-2,KMKX20120602_095059_V06,-27,0.055,211.44,171.037537,12.049034,-89.10,43.546877,6024.517059,20120602_045059,KMKX,20120602,095059,20120602,1,0.055,0.055,true,false,non-roost,non-roost,,
KMKX20120602-5,KMKX20120602_102311_V06,6,0.081,310.25,200.570679,4.688812,-88.49,43.415253,2344.406128,20120602_052311,KMKX,20120602,102311,20120602,1,0.081,0.081,true,false,non-roost,non-roost,,
KMKX20120602-11,KMKX20120602_110158_V06,44,0.104,310.06,200.007721,5.728134,-88.49,43.417788,2864.067078,20120602_060158,KMKX,20120602,110158,20120602,1,0.104,0.104,true,false,non-roost,non-roost,,
KMKX20120603-16,KMKX20120603_110012_V06,44,0.096,175.60,474.471741,31.906912,-89.30,42.179973,15953.455925,20120603_060012,KMKX,20120603,110012,20120603,3,0.391,0.13033333333333333,true,false,non-roost,non-roost,,
KMKX20120603-16,KMKX20120603_110953_V06,53,0.203,175.73,474.753281,38.539353,-89.30,42.178712,19269.676290,20120603_060953,KMKX,20120603,110953,20120603,3,0.391,0.13033333333333333,true,false,non-roost,non-roost,,
KMKX20120603-16,KMKX20120603_111935_V06,63,0.092,165.55,470.927249,40.086419,-89.36,42.195508,20043.209445,20120603_061935,KMKX,20120603,111935,20120603,3,0.391,0.13033333333333333,true,false,non-roost,non-roost,,
KMKX20120603-4,KMKX20120603_095022_V06,-26,0.059,79.64,413.081696,5.617744,-89.89,42.450926,2808.872223,20120603_045022,KMKX,20120603,095022,20120603,2,0.23,0.115,true,false,non-roost,non-roost,,
KMKX20120603-4,KMKX20120603_100003_V06,-16,0.171,79.00,412.478637,13.800883,-89.89,42.453594,6900.441286,20120603_050003,KMKX,20120603,100003,20120603,2,0.23,0.115,true,false,non-roost,non-roost,,
KMKX20120603-20,KMKX20120603_110012_V06,44,0.053,207.90,167.560760,15.161461,-89.12,43.562417,7580.730438,20120603_060012,KMKX,20120603,110012,20120603,2,0.268,0.134,true,false,non-roost,non-roost,,
KMKX20120603-20,KMKX20120603_110953_V06,53,0.215,208.07,169.542795,21.719756,-89.12,43.553503,10859.878209,20120603_060953,KMKX,20120603,110953,20120603,2,0.268,0.134,true,false,non-roost,non-roost,,
KMKX20120603-23,KMKX20120603_111935_V06,63,0.179,310.38,200.057739,4.830765,-88.49,43.417561,2415.382385,20120603_061935,KMKX,20120603,111935,20120603,2,0.261,0.1305,true,false,non-roost,non-roost,,
KMKX20120603-23,KMKX20120603_112917_V06,73,0.082,307.29,177.853091,13.457506,-88.51,43.517500,6728.752771,20120603_062917,KMKX,20120603,112917,20120603,2,0.261,0.1305,true,false,non-roost,non-roost,,
KMKX20120603-2,KMKX20120603_095022_V06,-26,0.107,310.34,199.259766,4.926956,-88.49,43.421153,2463.478088,20120603_045022,KMKX,20120603,095022,20120603,1,0.107,0.107,true,false,non-roost,non-roost,,
KMKX20120603-7,KMKX20120603_100945_V06,-7,0.109,208.01,169.915955,14.190208,-89.12,43.551822,7095.104218,20120603_050945,KMKX,20120603,100945,20120603,1,0.109,0.109,true,false,non-roost,non-roost,,
KMKX20120603-11,KMKX20120603_103109_V06,15,0.200,80.37,412.517883,6.398399,-89.89,42.453515,3199.199677,20120603_053109,KMKX,20120603,103109,20120603,1,0.2,0.2,true,false,non-roost,non-roost,,
KMKX20120603-17,KMKX20120603_110012_V06,44,0.095,79.76,411.095642,6.304886,-89.89,42.459872,3152.442932,20120603_060012,KMKX,20120603,110012,20120603,3,-0.613,-0.20433333333333334,true,false,non-roost,non-roost,,
KMKX20120603-17,KMKX20120603_110953_V06,53,-1.000,79.76,411.095642,20.614886,-89.89,42.459872,10307.442932,20120603_060953,KMKX,20120603,110953,20120603,3,-0.613,-0.20433333333333334,true,false,non-roost,non-roost,,
KMKX20120603-17,KMKX20120603_111935_V06,63,0.292,79.98,411.372253,6.056404,-89.89,42.458643,3028.202057,20120603_061935,KMKX,20120603,111935,20120603,3,-0.613,-0.20433333333333334,true,false,non-roost,non-roost,,
KMKX20120604-13,KMKX20120604_105701_V06,41,0.078,30.93,459.638794,31.231932,-90.18,42.237548,15615.965843,20120604_055701,KMKX,20120604,105701,20120604,4,0.8539999999999999,0.21349999999999997,true,false,non-roost,non-roost,,
KMKX20120604-13,KMKX20120604_110642_V06,50,0.237,31.89,459.716774,38.328764,-90.17,42.237280,19164.381802,20120604_060642,KMKX,20120604,110642,20120604,4,0.8539999999999999,0.21349999999999997,true,false,non-roost,non-roost,,
KMKX20120604-13,KMKX20120604_111624_V06,60,0.367,29.68,471.008099,36.028290,-90.19,42.186275,18014.145166,20120604_061624,KMKX,20120604,111624,20120604,4,0.8539999999999999,0.21349999999999997,true,false,non-roost,non-roost,,
KMKX20120604-13,KMKX20120604_112604_V06,70,0.172,32.45,473.979602,33.453977,-90.17,42.173143,16726.988250,20120604_062604,KMKX,20120604,112604,20120604,4,0.8539999999999999,0.21349999999999997,true,false,non-roost,non-roost,,
KMKX20120604-4,KMKX20120604_102554_V06,9,0.489,313.38,74.432983,23.828629,-88.47,43.982885,11914.314270,20120604_052554,KMKX,20120604,102554,20120604,3,0.74,0.24666666666666667,true,false,non-roost,non-roost,,
KMKX20120604-4,KMKX20120604_103536_V06,19,0.147,309.54,74.586184,31.424146,-88.49,43.982210,15712.072833,20120604_053536,KMKX,20120604,103536,20120604,3,0.74,0.24666666666666667,true,false,non-roost,non-roost,,
KMKX20120604-4,KMKX20120604_104517_V06,29,0.104,290.09,73.949814,35.669858,-88.61,43.985073,17834.929016,20120604_054517,KMKX,20120604,104517,20120604,3,0.74,0.24666666666666667,true,false,non-roost,non-roost,,
KMKX20120604-12,KMKX20120604_105701_V06,41,0.142,310.44,202.142761,4.314484,-88.49,43.408178,2157.241821,20120604_055701,KMKX,20120604,105701,20120604,2,0.212,0.106,true,false,non-roost,non-roost,,
KMKX20120604-12,KMKX20120604_110642_V06,50,0.070,311.29,202.051734,11.822298,-88.48,43.408584,5911.149153,20120604_060642,KMKX,20120604,110642,20120604,2,0.212,0.106,true,false,non-roost,non-roost,,
KMKX20120604-3,KMKX20120604_095650_V06,-20,0.165,198.54,288.647705,21.504951,-89.17,43.017183,10752.475739,20120604_045650,KMKX,20120604,095650,20120604,1,0.165,0.165,true,false,non-roost,non-roost,,
KMKX20120604-9,KMKX20120604_104517_V06,29,0.131,330.04,65.615540,9.543625,-88.36,44.022441,4771.812439,20120604_054517,KMKX,20120604,104517,20120604,1,0.131,0.131,true,false,non-roost,non-roost,,
