track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,local_time,station,date,time,local_date,length,tot_score,avg_score,viewed,user_labeled,label,original_label,notes,day_notes
KGRB20190602-1,KGRB20190602_094849_V06,-22,0.679,321.45,278.808289,18.524811,-87.98,44.593603,9262.405396,20190602_044849,KGRB,20190602,094849,20190602,2,0.909,0.4545,true,true,non-roost,swallow-roost,,
KGRB20190602-1,KGRB20190602_100301_V06,-7,0.230,324.35,278.994026,25.019442,-87.96,44.592744,12509.720773,20190602_050301,KGRB,20190602,100301,20190602,2,0.909,0.4545,true,true,non-roost,swallow-roost,,
KGRB20190602-2,KGRB20190602_101007_V06,0,0.142,28.25,337.122894,40.557880,-89.81,44.318564,20278.940201,20190602_051007,KGRB,20190602,101007,20190602,1,0.142,0.142,true,false,non-roost,non-roost,,
KGRB20190603-1,KGRB20190603_101701_V06,8,0.050,267.92,475.099640,5.340078,-88.31,43.710229,2670.039177,20190603_051701,KGRB,20190603,101701,20190603,1,0.05,0.05,true,false,non-roost,non-roost,,
KGRB20190603-2,KGRB20190603_102407_V06,15,0.056,273.62,438.493469,8.114128,-88.28,43.875017,4057.064056,20190603_052407,KGRB,20190603,102407,20190603,1,0.056,0.056,true,false,non-roost,non-roost,,
KGRB20190604-1,KGRB20190604_100705_V06,-2,0.121,325.80,284.226929,17.635178,-87.95,44.569186,8817.588806,20190604_050705,KGRB,20190604,100705,20190604,3,-0.8180000000000001,-0.27266666666666667,true,false,non-roost,non-roost,,
KGRB20190604-1,KGRB20190604_101352_V06,4,-1.000,325.80,284.226929,27.175178,-87.95,44.569186,13587.588806,20190604_051352,KGRB,20190604,101352,20190604,3,-0.8180000000000001,-0.27266666666666667,true,false,non-roost,non-roost,,
KGRB20190604-1,KGRB20190604_102039_V06,11,0.061,327.35,293.477452,27.672400,-87.94,44.527549,13836.199916,20190604_052039,KGRB,20190604,102039,20190604,3,-0.8180000000000001,-0.27266666666666667,true,false,non-roost,non-roost,,
KGRB20190604-2,KGRB20190604_104155_V06,32,0.202,359.15,216.576141,24.932175,-87.74,44.873078,12466.087341,20190604_054155,KGRB,20190604,104155,20190604,1,0.202,0.202,true,false,non-roost,non-roost,,
KGRB20190604-3,KGRB20190604_113030_V06,81,0.109,316.77,309.200623,32.392288,-88.01,44.456882,16196.144104,20190604_063030,KGRB,20190604,113030,20190604,1,0.109,0.109,true,false,non-roost,non-roost,,
KGRB20190605-1,KGRB20190605_103847_V06,29,0.067,292.53,364.122406,5.050392,-88.16,44.209790,2525.196075,20190605_053847,KGRB,20190605,103847,20190605,1,0.067,0.067,true,false,non-roost,non-roost,,
KGRB20190605-2,KGRB20190605_113038_V06,81,0.135,292.12,360.011322,8.014252,-88.16,44.228288,4007.125854,20190605_063038,KGRB,20190605,113038,20190605,1,0.135,0.135,true,false,non-roost,non-roost,,
KGRB20190606-1,KGRB20190606_094407_V06,-24,0.378,324.06,283.652496,14.309387,-87.96,44.571786,7154.693604,20190606_044407,KGRB,20190606,094407,20190606,2,0.894,0.447,true,true,non-roost,swallow-roost,,
KGRB20190606-1,KGRB20190606_100108_V06,-7,0.516,325.54,281.026450,22.670843,-87.95,44.583589,11335.421424,20190606_050108,KGRB,20190606,100108,20190606,2,0.894,0.447,true,true,non-roost,swallow-roost,,
KGRB20190606-3,KGRB20190606_110940_V06,61,0.079,320.48,400.526245,1.644135,-87.98,44.045916,822.067261,20190606_060940,KGRB,20190606,110940,20190606,1,0.079,0.079,true,false,non-roost,non-roost,,
KGRB20190607-3,KGRB20190607_102705_V06,19,0.150,373.56,392.500122,2.266258,-87.65,44.081178,1133.129120,20190607_052705,KGRB,20190607,102705,20190607,3,0.376,0.12533333333333332,true,false,non-roost,non-roost,,
KGRB20190607-3,KGRB20190607_103410_V06,26,0.166,373.21,392.284278,9.060588,-87.65,44.082158,4530.293843,20190607_053410,KGRB,20190607,103410,20190607,3,0.376,0.12533333333333332,true,false,non-roost,non-roost,,
KGRB20190607-3,KGRB20190607_104109_V06,33,0.060,382.40,390.701050,12.861038,-87.60,44.089037,6430.519201,20190607_054109,KGRB,20190607,104109,20190607,3,0.376,0.12533333333333332,true,false,non-roost,non-roost,,
KGRB20190607-1,KGRB20190607_094456_V06,-24,0.776,326.12,273.751190,18.948120,-87.95,44.616319,9474.060059,20190607_044456,KGRB,20190607,094456,20190607,2,0.933,0.4665,true,true,non-roost,swallow-roost,,
KGRB20190607-1,KGRB20190607_095201_V06,-16,0.157,325.99,274.413040,26.887559,-87.95,44.613342,13443.779663,20190607_045201,KGRB,20190607,095201,20190607,2,0.933,0.4665,true,true,non-roost,swallow-roost,,
KGRB20190607-8,KGRB20190607_110927_V06,61,0.074,206.51,305.375092,24.045311,-88.70,44.472633,12022.655487,20190607_060927,KGRB,20190607,110927,20190607,1,0.074,0.074,true,false,non-roost,non-roost,,
KGRB20190608-1,KGRB20190608_094319_V06,-25,0.061,326.48,272.741577,21.592453,-87.94,44.620858,10796.226501,20190608_044319,KGRB,20190608,094319,20190608,1,0.061,0.061,true,false,non-roost,non-roost,,
KGRB20190608-2,KGRB20190608_094319_V06,-25,0.059,351.53,331.113434,16.921017,-87.79,44.357873,8460.508347,20190608_044319,KGRB,20190608,094319,20190608,1,0.059,0.059,true,false,non-roost,non-roost,,
KGRB20190609-2,KGRB20190609_095224_V06,-15,0.157,210.17,288.998596,12.252563,-88.68,44.546433,6126.281738,20190609_045224,KGRB,20190609,095224,20190609,4,0.6190000000000001,0.15475000000000003,true,false,non-roost,non-roost,,
