track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
1,KBUF20120101_123029_V03,-16,0.681,256.45,256.300000,23.500000,-79.01,43.144301,11750.000000
3,KBUF20120101_124011_V03,-6,-0.199,408.25,234.450000,11.050000,-79.14,42.460682,5525.000000
3,KBUF20120101_124954_V03,3,-0.371,409.40,234.636695,24.601686,-79.13,42.455524,12300.843041
4,KBUF20120101_130919_V03,23,-0.277,411.25,235.250000,11.550000,-79.13,42.447196,5775.000000
4,KBUF20120101_131901_V03,33,-0.234,411.36,235.176947,22.332219,-79.13,42.446701,11166.109580
4,KBUF20120101_132843_V03,42,-0.498,406.91,235.616312,23.896518,-79.13,42.466745,11948.259005
4,KBUF20120101_133825_V03,52,-0.507,420.37,239.397124,29.646359,-79.11,42.406213,14823.179661
4,KBUF20120101_134808_V03,62,-0.517,427.94,235.246590,28.809542,-79.13,42.372077,14404.770859
4,KBUF20120101_135806_V03,72,0.000,435.99,232.424804,29.072870,-79.15,42.335796,14536.435009
4,KBUF20120101_140352_V03,77,-0.511,429.28,241.056676,32.774629,-79.09,42.366169,16387.314365
4,KBUF20120101_140938_V03,83,-0.503,424.92,236.298344,32.558526,-79.12,42.385692,16279.262923
5-14,KBUF20120102_121816_V03,-28,0.511,266.95,254.600000,12.600000,-79.02,43.097020,6300.000000
6-15,KBUF20120102_121816_V03,-28,0.263,123.15,90.300000,25.100000,-80.04,43.737179,12550.000000
7,KBUF20120102_122401_V03,-22,-0.297,309.95,50.850000,26.250000,-80.26,42.893660,13125.000000
7,KBUF20120102_122946_V03,-17,-0.573,310.44,54.190194,36.484867,-80.24,42.891736,18242.433414
8,KBUF20120102_122401_V03,-22,-0.003,332.60,138.050000,36.250000,-79.73,42.797596,18125.000000
8,KBUF20120102_122946_V03,-17,0.010,332.84,142.490210,44.780223,-79.70,42.796728,22390.111695
9,KBUF20120102_122401_V03,-22,-0.214,349.65,519.150000,27.850000,-77.40,42.717307,13925.000000
9,KBUF20120102_122946_V03,-17,-0.325,349.96,520.285644,37.666832,-77.39,42.715844,18833.415842
10-23-22,KBUF20120102_122946_V03,-17,0.599,227.10,46.350000,46.350000,-80.30,43.266083,23175.000000
10-23-22,KBUF20120102_123532_V03,-11,0.535,226.49,49.446774,52.550000,-80.28,43.269098,26275.000000
12-20,KBUF20120102_122946_V03,-17,0.153,215.50,152.000000,26.200000,-79.65,43.325292,13100.000000
12-20,KBUF20120102_123532_V03,-11,0.217,222.00,156.956344,36.011187,-79.62,43.296264,18005.593452
13-27,KBUF20120102_122946_V03,-17,-0.057,475.70,77.900000,26.100000,-80.08,42.149820,13050.000000
13-27,KBUF20120102_123532_V03,-11,-0.303,475.01,80.779285,38.669598,-80.06,42.153124,19334.798808
13-27,KBUF20120102_124118_V03,-5,-0.053,479.03,70.525648,39.626946,-80.12,42.134297,19813.472761
