track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius
2,KTYX20060101_122807,-8,-0.042,471.20,168.550000,28.550000,-76.49,42.982489,14275.000000
4,KTYX20060101_124531,9,0.065,105.95,388.700000,50.600000,-75.12,44.627663,25300.000000
4,KTYX20060101_125120,15,-0.139,105.20,390.939704,60.346990,-75.11,44.630986,30173.495248
4,KTYX20060101_125708,21,-0.268,101.26,394.182144,58.602335,-75.09,44.648575,29301.167313
4,KTYX20060101_130256,26,-0.359,105.10,390.010946,57.724134,-75.11,44.631432,28862.066893
6,KTYX20060101_130256,26,-0.018,416.25,122.300000,27.200000,-76.77,43.227402,13600.000000
6,KTYX20060101_130843,32,-0.370,417.05,126.197912,37.748028,-76.75,43.224049,18874.013921
9,KTYX20060103_120922,-27,0.248,438.55,541.700000,56.300000,-74.19,43.122588,28150.000000
9,KTYX20060103_121512,-21,0.334,441.90,542.576660,58.314042,-74.19,43.107456,29157.020873
9,KTYX20060103_122101,-15,-0.094,438.97,541.223438,59.655885,-74.20,43.120743,29827.942442
11,KTYX20060103_120922,-27,-0.075,300.70,155.050000,35.850000,-76.58,43.749137,17925.000000
11,KTYX20060103_121512,-21,0.076,300.07,147.543213,40.932353,-76.63,43.751612,20466.176471
11,KTYX20060103_122101,-15,-0.178,296.62,140.556641,39.576818,-76.67,43.766740,19788.409005
11,KTYX20060103_122651,-10,-0.231,295.45,132.936458,46.331160,-76.72,43.771620,23165.579997
13,KTYX20060103_123826,2,0.678,387.35,504.200000,50.900000,-74.42,43.355760,25450.000000
13,KTYX20060103_124416,8,0.716,386.96,494.181250,52.268750,-74.48,43.358199,26134.375000
13,KTYX20060103_125006,14,0.709,386.17,483.763286,53.865375,-74.55,43.362414,26932.687398
13,KTYX20060103_125553,19,0.670,390.05,481.810300,57.228864,-74.56,43.345064,28614.431857
13,KTYX20060103_130143,25,0.491,398.98,486.957372,60.450334,-74.53,43.304549,30225.167023
13,KTYX20060103_130732,31,0.425,412.17,488.488878,68.361955,-74.52,43.245101,34180.977533
13,KTYX20060103_131323,37,0.355,411.78,498.916615,64.619194,-74.46,43.246201,32309.596909
13,KTYX20060103_131911,43,0.335,416.40,510.373450,61.691451,-74.39,43.224612,30845.725411
22,KTYX20060107_122127,-15,-0.104,417.00,141.850000,62.650000,-76.65,43.225121,31325.000000
22,KTYX20060107_122714,-9,-0.090,418.87,146.443750,70.874038,-76.62,43.216954,35437.019231
22,KTYX20060107_123303,-3,-0.150,420.87,153.111943,67.633499,-76.58,43.208274,33816.749741
22,KTYX20060107_123853,2,0.000,422.48,158.289688,66.682770,-76.55,43.201262,33341.385186
22,KTYX20060107_124441,8,-0.140,428.23,171.635785,64.400290,-76.47,43.175995,32200.145043
22,KTYX20060107_125030,14,-0.323,425.85,161.108126,67.312069,-76.53,43.186260,33656.034574
22,KTYX20060107_125619,20,-0.344,425.03,168.422600,68.819691,-76.49,43.190279,34409.845490
22,KTYX20060107_130207,26,0.000,424.17,171.956381,70.427595,-76.47,43.194268,35213.797270
22,KTYX20060107_130756,31,-0.359,428.26,174.293256,67.736793,-76.45,43.175987,33868.396403
22,KTYX20060107_131344,37,-0.377,436.16,172.710469,63.074898,-76.46,43.140366,31537.448991
22,KTYX20060107_131932,43,0.000,442.28,172.508007,59.598493,-76.46,43.112828,29799.246287
22,KTYX20060107_132520,49,-0.346,440.63,187.178361,60.934160,-76.37,43.120828,30467.080112
26,KTYX20060108_122020,-16,0.334,344.05,173.750000,47.950000,-76.46,43.554919,23975.000000
26,KTYX20060108_122611,-10,0.324,344.27,175.693854,53.602200,-76.45,43.553997,26801.100152
26,KTYX20060108_123158,-5,0.319,346.77,178.634191,53.582390,-76.43,43.542863,26791.194977
26,KTYX20060108_123747,1,0.151,342.68,186.698019,51.090574,-76.38,43.561621,25545.287208
26,KTYX20060108_124337,7,0.097,340.16,194.842508,50.220528,-76.33,43.573234,25110.264177
26,KTYX20060108_124927,13,-0.032,341.17,194.973339,52.032724,-76.33,43.568701,26016.362104
31-35,KTYX20060108_123747,1,0.109,245.25,395.700000,32.800000,-75.08,44.000655,16400.000000
31-35,KTYX20060108_124337,7,0.191,246.13,388.224457,40.440217,-75.13,43.996908,20220.108696
34,KTYX20060108_125619,20,0.221,148.90,225.750000,26.950000,-76.15,44.434818,13475.000000
34,KTYX20060108_130209,26,0.203,151.51,231.023828,33.746067,-76.11,44.423225,16873.033283
34,KTYX20060108_130759,31,0.058,153.86,237.809780,33.661370,-76.07,44.412773,16830.684985
34,KTYX20060108_131347,37,0.000,156.59,245.318931,35.001967,-76.02,44.400666,17500.983490
34,KTYX20060108_131937,43,0.000,159.31,252.828081,36.342564,-75.98,44.388540,18171.281995
34,KTYX20060108_132525,49,0.000,162.03,260.337232,37.683161,-75.93,44.376394,18841.580499
34,KTYX20060108_133113,55,0.000,164.76,267.846383,39.023758,-75.88,44.364230,19511.879004
34,KTYX20060108_133702,61,0.000,167.48,275.355534,40.364355,-75.83,44.352045,20182.177509
34,KTYX20060108_134250,66,0.000,169.75,281.613159,41.481519,-75.80,44.341877,20740.759596
34,KTYX20060108_134839,72,0.000,172.48,289.122310,42.822116,-75.75,44.329657,21411.058101
34,KTYX20060108_135427,78,0.000,175.20,296.631461,44.162713,-75.70,44.317418,22081.356606
34,KTYX20060108_140016,84,0.000,177.92,304.140612,45.503310,-75.65,44.305160,22751.655111
34,KTYX20060108_140606,90,0.000,180.65,311.649763,46.843907,-75.61,44.292883,23421.953615
34,KTYX20060108_141154,95,0.000,182.92,317.907388,47.961071,-75.57,44.282637,23980.535703
